,User,Data Created,Number of Likes,Source of Tweet,Tweet
8845,BankzWu,2022-12-25 00:15:53+00:00,1,Twitter for iPhone,"I AM ADDICTED TO HUSTLING.
I get depressed when I feel like
I’m not being productive."
8846,ezbakemoomoo,2022-12-25 00:14:23+00:00,0,Twitter for iPhone,the way i am so spoiled but still has the audacity to be depressed….. i need to be humbled
8847,TheYeehawBoah,2022-12-25 00:13:48+00:00,0,"Cheap Bots, Done Quick!",Morning' I like to break into exotic dance moves when I am depressed it's kinda depressing
8848,kat_woman13,2022-12-25 00:06:00+00:00,11,Twitter for iPhone,"I am dealing bad holiday #depressed / #Anxiety.   But dealing as best as I can. 
Time for my favourite #Christmas tradition (and best depression therapy). 
#NowWatching #MST3K Santa Claus. https://t.co/pxuqOkMPPa"
8849,0zanLeo,2022-12-25 00:01:22+00:00,5,Twitter for iPhone,"I consider myself lucky since there’s only been a few times where I’ve genuinely been depressed in my life. Like no matter what I do, I can’t even fake a smile and my mind is put through the wringer.

Unfortunately, this is one of those times and I am just at a loss :/"
8850,caelestiaIs,2022-12-24 23:57:27+00:00,0,"Cheap Bots, Done Quick!","I Am So Depressed I Feel Like Jumping in the River Behind My House but Won’t Because I’m 38 and Not 18

I could jump.
But I don’t.
You could kill me.
But you won’t."
8851,realBETSHY,2022-12-24 23:51:25+00:00,1,Twitter Web App,"@LozzaFox Men have chosen for too long. Sometimes without consent. @LozzaFox I am so depressed, that I would happily promote the idea of artificial insemination forever."
8852,rhidaneelolivaw,2022-12-24 23:40:32+00:00,0,Twitter for iPhone,Nothing I’m doing lately works very well or looks very good and I am frankly tired and depressed about it
8853,BigBenzoBobby,2022-12-24 23:38:49+00:00,1,Twitter for iPhone,Celebs don’t play petty oh I am depressed u kno I been tht
8854,grohlkinss,2022-12-24 23:31:52+00:00,3,Twitter for iPhone,I am literally so depressed right now i wanna cry but i cant because im in the car with my dad 😩😩😩😩 omfg kms
8855,Dr_Phibes_93,2022-12-24 23:29:40+00:00,15,Twitter for iPhone,"Christmas is supposed to be a joyous time, but yet here I am fucking depressed. So sick of this shit stealing my fucking joy."
8856,exmxqx,2022-12-24 23:22:37+00:00,1,Twitter for iPhone,"my sister: “you look depressed” 

🙂 bitch, i am 🙂"
8857,CJRacingUK,2022-12-24 23:22:09+00:00,0,Twitter for iPhone,"@buttysbets @MurrayyyDaniel @racingcreeps No I feel awful every day. But  I don’t think I’m depressed, or maybe I am. Just want to feel better. Hopefully one day I do eh?"
8858,calleynte247,2022-12-24 23:18:57+00:00,0,Twitter for iPhone,"I am teetering on the ledge bc of the pats but I am downright depressed bc the eagles are so fucking good 

EVEN WITH A MULLET QB. CMON"
8859,Iivirodrigo,2022-12-24 23:13:50+00:00,11,Twitter for iPhone,“you look depressed” girl what do you want me to say i AM
8860,Lawlatu,2022-12-24 23:13:34+00:00,2,Twitter for Android,@SBBunny1995 No one ever lets me know what we are doing for holidays. This year I am trying to wait to see if that ever happens. It hasn't. My Mom told me when she was going to my brother's but my brother hasn't told me anything. Making me depressed. 🤷‍♀️
8861,Fazbott,2022-12-24 23:11:28+00:00,1,Twitter for Android,"@himboprotector probably because i am an insane/depressed transmasc, real recognizes real"
8862,cisco_sevilla,2022-12-24 23:09:56+00:00,0,Twitter for iPhone,@KimKardashian Damn!  I am so depressed but damn!
8863,woniyn,2022-12-24 23:07:16+00:00,0,Twitter for iPhone,how can i listen to loonas music i am getting depressed
8864,AtSanity,2022-12-24 23:06:36+00:00,5,Twitter for iPhone,I am so anxious and depressed about tomorrow that I actually tried to pick up a work shift. I don’t want to face my family empty handed. Unfortunately I was told two dispatchers aren’t needed.
8865,tyrab2211,2022-12-24 23:05:30+00:00,0,Twitter Web App,Struggling to be at home this Christmas when I feel really depressed and separate to myself. Idk who I am anymore and I haven’t known in a long time and that scares the shit out of me tbh. This life shit is so scary like
8866,mariessthoughts,2022-12-24 23:02:42+00:00,0,Twitter for iPhone,"my family keeps bringing up me being alone for christmas and girl THIS ISNT THE FIRST TIME. 

im just not depressed or broke this time 😭💓💯. 

im fuckin glad to be where i am now regardless. life is GOODT 🔥🤍💙💜"
8867,pamelas01846949,2022-12-24 23:00:57+00:00,1,Twitter Web App,"Dear Diary, I am bitter, cynical, and profoundly depressed. Yes, you are, Pam, and so be it, tomorrow is another day. And then there's the 26th."
8868,m0kent0sh,2022-12-24 23:00:52+00:00,1,Twitter for Android,"I FUCKING HATE NEW TW/ITTDR INTERACTION ROW
I AM SO USED TO THE PREVIOUS ONE
WHY DO I NEED INTERACTION COUNTER? TO BE MORE DEPRESSED? FUCK YOU, EL*N"
8869,joeyythellama,2022-12-24 22:58:21+00:00,0,Twitter for iPhone,Cardi I am depressed as fuck everyday
8870,Liza35404,2022-12-24 22:57:59+00:00,1,Twitter for Android,"Yeshua Christ is Lord of my life yet I am not experiencing joy. I argue with friends &amp; family, I get moody, depressed, sad. Satan has set a roadblock in your life &amp; there is a need for deliverance. The joy of the Lord Christ Yeshua is the righteous' strength. Contrary is satanic."
8871,RickyGtfour,2022-12-24 22:56:12+00:00,1,Twitter for Android,"I am really sad he is prime minister
I am depressed the Tories are permitted to gang rape this country."
8872,111hollie,2022-12-24 22:50:23+00:00,3,Twitter for iPhone,wow I am literally so depressed lmao
8873,Iilithsternin,2022-12-24 22:48:25+00:00,0,Twitter Web App,(current verdict is I am depressed)
8874,Sarah09709726,2022-12-24 22:47:53+00:00,0,Twitter for iPhone,@arabcnnie I would still be depressed but now i am depressed and gender-fluid
8875,tiredoflabor,2022-12-24 22:38:23+00:00,0,Twitter Web App,"can i get a round of applause for resisting going to the bookstore and getting the masterful cat is depressed again vol 5 and penguin &amp; house vol 1!! by some miracle, i am still sticking to purchasing one non-exclusive book per week. 😊"
8876,Graced1101,2022-12-24 22:36:36+00:00,1,Twitter for iPhone,"“i am depressed but i know i should be happy” damn someone needs to check in on charlie brown, i don’t remember this christmas special being so existential"
8877,queendarci,2022-12-24 22:26:56+00:00,1,Twitter for iPhone,@SteveDavis90 LOL! I am not really into football but my family is and they all look very depressed this Christmas Eve. 🤣🤣🤣
8878,Lxttyvibes,2022-12-24 22:26:29+00:00,88,Twitter for iPhone,I could be depressed asf and still cheer you up … that’s how strong I am
8879,grapeloublues,2022-12-24 22:24:41+00:00,0,Twitter for iPhone,sorry for the depressive tweets but i am indeed depressed
8880,bangatwitta,2022-12-24 22:21:21+00:00,0,Twitter for iPhone,I am depressed
8881,thebarelythere,2022-12-24 22:12:12+00:00,0,Twitter for iPhone,I am so depressed it’s insane
8882,DecayingTimon,2022-12-24 22:08:59+00:00,24,Twitter Web App,"i expected to be more depressed, i feel nothing anymore.. whatever i still feel 20 so that's how old i am"
8883,MissBixxy,2022-12-24 22:05:22+00:00,0,Twitter for Android,@pulte Wish I was one of them. 😢 Need lots of water cause my pipes froze and landlord won't call anyone out to fix it. Said let them thaw. It's gonna take days. I have animals that need drinking water. I am so depressed and stressed as it is financially.
8884,TWfan19,2022-12-24 21:56:59+00:00,2,Twitter for Android,Those 2 losses broke me. I am completely depressed right now
8885,HNichollJr,2022-12-24 21:49:02+00:00,0,Twitter Web App,@Lions Thanks for making me depressed.  Now I am sitting here missing my parents.  At least a win would have made the holiday feel a little better.
8886,Trade_with_kyle,2022-12-24 21:48:28+00:00,16,Twitter for Android,"I was depressed, dead broke, lost everything to forex and kept buying courses. I wanted to end it, commit suicide

A lot of you are in that point now, right now  Mentors don't teach right

That's why I am hard on mentors,So they can teach the right thing and not just the money"
8887,AubergineSauce,2022-12-24 21:40:47+00:00,1,Twitter Web App,"@ChaoticMomo715 Was seriously depressed this past week. No reason. Spent a long time blowing my hair out and it looks dynamite. Now I feel better. 
.....
Now I am depressed that I'm so shallow."
8888,deadllymelon,2022-12-24 21:39:36+00:00,1,Twitter for iPhone,I AM SO MF DEPRESSED LMFAO
8889,ghxstatmxst422,2022-12-24 21:36:24+00:00,0,Twitter for iPhone,i am so depressed
8890,l0singdaily,2022-12-24 21:36:02+00:00,1,Twitter for iPhone,@rainydaykcals HI BABE XXX i have never heard of that and am traumatised. ILY SM i’m currently at a family dinner and no one’s giving me any more alcohol i am depressed how r u babe 💗💗💗
8891,candiiclover,2022-12-24 21:33:40+00:00,1,Twitter for iPhone,i am seriously dreading nothing more than going into work in 30 mins esp since my coworker was talking abt how she was going to call in bro i am anxious and depressed why why why omfg i just want to be relaxing rn
8892,jos9ue,2022-12-24 21:30:24+00:00,0,Twitter for iPhone,"Around this time last year, I was severely depressed. 
This year, I am still severely depressed"
8893,stylzunlimitd,2022-12-24 21:29:38+00:00,0,Twitter for iPhone,merry christmas eve i am so.  Fucking depressed
8894,onlybrave28_,2022-12-24 21:27:29+00:00,0,Twitter for Android,I prefer to sleep when I am depressed because you know that sleeping is the best escape.
8895,__aisforawesome,2022-12-24 21:25:05+00:00,0,Twitter for iPhone,My cousin that I wait for every Christmas moved to texas and will not be at our family party. I am depressed lol
8896,ChilliT31,2022-12-24 21:24:44+00:00,0,Twitter for iPhone,"I am in fact going to feel this depressed on Christmas. I really was trying to avoid it since this is supposed to be a special Christmas (I don’t like Christmas ever so I was trying for everyone else’s sake) and I cant even get up for water, fuck."
8897,WoWLegion3,2022-12-24 21:19:23+00:00,0,Twitter Web App,"TW sewerslide
maybe i shouldn't drink while i am depressed it makes me wanna kms"
8898,CoDkitty,2022-12-24 21:17:26+00:00,0,Twitter for iPhone,Cuz here i am sitting in my room depressed as fuck and anxious about an upcoming final.
8899,emiliaachangg,2022-12-24 21:15:09+00:00,0,Twitter for iPhone,i am just trying to slay again i can’t stop being depressed
8900,1hedaa,2022-12-24 21:10:31+00:00,0,Twitter for iPhone,I can’t believe how happy I used to be at the beginning of this year and how terribly depressed I am by the end of it.
8901,RMacStanley,2022-12-24 21:07:05+00:00,4,Twitter Web App,I am so close to losing all hope that anything will ever get better again. I have never felt so alone and depressed as I do right now. I am going to try this one more time then will end all the trying. It's just too mucj anymore. https://t.co/mQqBc9ki8J
8902,melissaamrita,2022-12-24 21:06:53+00:00,5,Twitter for iPhone,I am depressed and I hate football. That is all.
8903,archer_won,2022-12-24 21:03:14+00:00,0,Twitter Web App,@MaisieMalone14 @brixwe Funny you said that. after the gym I went to three stores. looking for egg nog. None to be found. love egg nog and brandy. I am so depressed now.
8904,de_clanm,2022-12-24 20:59:36+00:00,5,Twitter for iPhone,"5 years ago i was closeted and depressed listening to Pop 2 by Charli XCX. 5 years today, i am depressed and listening to Pop 2 by Charli XCX"
8905,naomi_mukunaa,2022-12-24 20:54:29+00:00,3,Twitter for iPhone,"Every time I have negative thoughts or feel really low and depressed, I just have to thank God that I have amazing friends who crack me tf up and remind me I am worthy, loved and blessed! So so grateful for a wonderful circle of crackhead sisters 😂❤️🙏🏾"
8906,NecroticDPS,2022-12-24 20:42:13+00:00,0,Twitter for iPhone,Honestly I’m so afraid that I am the entire problem and that she never did anything wrong and I’m genuinely a self centered delusional psychotically depressed dumbass with mommy and daddy issues.
8907,tayakguerin,2022-12-24 20:40:27+00:00,0,Twitter for Android,Happy Christmas Eve! I am so depressed
8908,KristyW9791,2022-12-24 20:38:14+00:00,0,Twitter for iPhone,I am depressed and mad this year for Christmas. I can’t buy anyone anything ..I can’t buy groceries…I spent all I had on rehab for my meth addicted husband. It took all of my Christmas money and all I had in savings… I’m so tired of his addictions taking from this family.
8909,midoshino_bot,2022-12-24 20:33:57+00:00,0,twittbot.net,"I, as well, shall work harder than before.

So that Midori-kun shall no longer feel the need to say things such as ""I am depressed"" or ""I want to die"" ever again... I shall become stronger and protect this peace."
